"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"expression"
"AC114811.2"	0.181092238204427	0.402471550374913	0.748213419462751	0.472456431095068	0.60615159521199	-6.20888016265434	"Stable"
"AC011479.1"	0.65819800547431	-4.68453647591448	0.747999974401235	0.47257925807586	0.606281205594601	-5.57961144864187	"Stable"
"EHMT2-AS1"	-0.644134589810691	-3.76849218040863	-0.747737151664694	0.47273052756653	0.606447291788463	-5.58720539607481	"Stable"
"REM2"	-0.247040100356982	-1.21733148409144	-0.746545815683902	0.47341659856058	0.607299406697522	-5.85666927902801	"Stable"
"LRP2"	-1.00707195973155	0.117651686977739	-0.746418612955788	0.473489890204977	0.607365405131688	-6.13315541463469	"Stable"
"AC145098.1"	-0.540510153482339	-4.48641616332434	-0.746378246488325	0.473513150067459	0.607367222565539	-5.58037374353209	"Stable"
"UBE2CP1"	0.537088224917234	-4.04337609879636	0.746254880987913	0.473584239955033	0.60743038775726	-5.58423095849631	"Stable"
"FAM86FP"	-0.62890747696185	-3.64149948742501	-0.746183072312468	0.47362562315226	0.607455446373235	-5.59073918164512	"Stable"
"AC068733.3"	-0.5728515904222	-4.19617515146342	-0.746006735284354	0.473727255655099	0.607557772738604	-5.58255166820386	"Stable"
"AC090877.2"	0.327339326232833	-0.683519110967329	0.745651221898383	0.473932199563068	0.607792580991176	-5.96409163268254	"Stable"
"RMST"	0.64279232686587	-4.50029507737293	0.745437303098213	0.474055545340704	0.607922727193821	-5.581650792444	"Stable"
"AC009927.1"	-0.565251830633362	-4.01193375292187	-0.745238720683365	0.474170066528675	0.608041545374301	-5.58507489461991	"Stable"
"CDCP1"	0.237585107675841	5.00272690881296	0.744677141120222	0.474494021606992	0.608428903149828	-7.34157954842355	"Stable"
"COL18A1-AS1"	-0.471774047307822	-1.54112026787713	-0.743994000849383	0.474888291463879	0.608906383493711	-5.79642641545869	"Stable"
"SLC12A6"	0.122063431654437	4.42267533890761	0.743925091218588	0.474928073822986	0.608929313446855	-7.23732477246201	"Stable"
"AC068888.1"	-0.182785470896529	1.0298764302452	-0.743622939054319	0.475102535049154	0.609124911913352	-6.36897236635109	"Stable"
"MAP3K2"	0.0478961533962858	5.48584909277572	0.743387467044265	0.475238523861099	0.60927116946294	-7.41863896504828	"Stable"
"GHRL"	0.438341142965286	-3.99805483887327	0.74328700628761	0.475296549105481	0.609301999158535	-5.58669618575839	"Stable"
"ZFR2"	0.56752901638656	-3.93737648547699	0.743269957824843	0.475306396595979	0.609301999158535	-5.58794433319563	"Stable"
"MED6"	0.0710357849055815	4.21120199165837	0.743209855803874	0.47534111361498	0.609317782520817	-7.19393212895752	"Stable"
"RFESD"	-0.236890235488016	-1.02135356462452	-0.743157245432245	0.475371504526188	0.609317782520817	-5.89788234357299	"Stable"
"EDARADD"	-0.988178919854703	-2.09925395013029	-0.743134838549564	0.475384448464598	0.609317782520817	-5.70812718404617	"Stable"
"MTMR10"	0.0649724487833941	4.31613416473184	0.74267843774257	0.475648149659522	0.609627676857924	-7.21666460777825	"Stable"
"LINC00526"	-0.17603398515541	1.67887531092624	-0.742531955421127	0.475732804634486	0.60970807363876	-6.53953131800714	"Stable"
"MLLT11"	0.115142884839299	5.83961041893974	0.742449508228425	0.475780456697321	0.609741041569143	-7.46716918432069	"Stable"
"AC009090.6"	-0.187340247037596	0.844611197568234	-0.742400693548367	0.475808671589047	0.609749097714307	-6.3230445374667	"Stable"
"EEF1A1P10"	0.535195866083746	-4.34897420413048	0.742111490391595	0.475975852963686	0.609935230540958	-5.58434756031291	"Stable"
"AC211486.3"	0.683038121230635	-2.27682080489897	0.742070418408379	0.475999598727534	0.609937550332618	-5.67979396984143	"Stable"
"ZNF823"	-0.160916631207448	0.659824840239579	-0.742018767821555	0.476029461583533	0.609947707884047	-6.27730767846742	"Stable"
"AC068669.1"	-0.639503384969086	-2.95027186910892	-0.74196849693812	0.476058527883711	0.609956843900768	-5.61669889665636	"Stable"
"FP236383.2"	-0.154985294052245	11.7135431419322	-0.741725569500666	0.476199002920826	0.610108716546859	-7.9304079481246	"Stable"
"ZNF407"	-0.0638358894933754	4.20627796091731	-0.741127743118499	0.476544814176783	0.610523640941744	-7.19508117020646	"Stable"
"AL589666.1"	0.65024850653641	-2.03557236480833	0.740625388634601	0.476835523753658	0.61086793704189	-5.71208702888283	"Stable"
"IL17RB"	-0.171564856381029	0.351163450846919	-0.740141558931543	0.47711562001761	0.611198605464372	-6.20356058278891	"Stable"
"Z82195.3"	0.232539694760032	-1.35607356794663	0.740086480129235	0.477147512608596	0.611211302141918	-5.83413454031735	"Stable"
"GNAQP1"	-0.44715092837711	-4.2568535048597	-0.740032530135742	0.477178752896152	0.611223162107537	-5.58604468512801	"Stable"
"DPP3P2"	0.472926115733512	-4.19617515146342	0.739959226573012	0.477221202151787	0.611249378001409	-5.58687166524057	"Stable"
"TTC41P"	-0.244753193431716	-1.6187538960298	-0.739426885565616	0.477529546932774	0.611616148411456	-5.78630473548548	"Stable"
"AC004083.1"	0.472702485488477	-4.19617515146342	0.739245829315194	0.477634448006278	0.611722327910395	-5.58737655071754	"Stable"
"KLHL7"	0.058392590478929	5.15189312680748	0.739131381301058	0.47770076491152	0.611779083876646	-7.37169827739467	"Stable"
"AC046185.2"	0.312029425096663	-3.00033911030689	0.739027799423118	0.477760790488788	0.611824950194775	-5.61712199974101	"Stable"
"AC007225.1"	0.52318941120233	-3.95273357895019	0.738993641890837	0.477780585791892	0.611824950194775	-5.59064441781105	"Stable"
"ASIC4"	-0.364792507244882	-1.27145363276936	-0.738832756575559	0.477873830627248	0.611916174737336	-5.85137288763166	"Stable"
"ZSCAN25"	0.0687604305990051	4.20229998310595	0.738587673865316	0.478015896292816	0.612069902943361	-7.19575256648016	"Stable"
"UPK3B"	-0.943595086459703	-0.935122978022533	-0.738432762173761	0.478105706916037	0.612139753877123	-5.91113553675274	"Stable"
"LINC00909"	0.0987912092291172	2.84549777516439	0.738417634217949	0.478114477979693	0.612139753877123	-6.85791693742367	"Stable"
"AC104131.1"	-0.669748028628748	-3.57306351301219	-0.738222962071768	0.478227356418562	0.612256083271538	-5.59807594289565	"Stable"
"AP006621.5"	-0.254282490076196	0.163726341962193	-0.737940168465627	0.478391361297984	0.612437854155236	-6.1602025454336	"Stable"
"HGD"	-0.622966900512297	-2.97476189535583	-0.737808384715901	0.478467800913451	0.612482687328558	-5.61833515475946	"Stable"
"ZNF777"	-0.0732326503821121	4.58435628636549	-0.737803842576088	0.478470435666796	0.612482687328558	-7.27422720921766	"Stable"
"AP001527.1"	0.642594449220319	-4.28829585073419	0.737611674004061	0.478581915105421	0.612597188759441	-5.58831180413571	"Stable"
"NPAS4"	0.527035965068841	-4.16473280558892	0.737549544936123	0.478617960503907	0.612597246860751	-5.58906106252725	"Stable"
"AL590062.1"	-0.395480354514965	-1.91040241085335	-0.737535649016644	0.478626022730699	0.612597246860751	-5.73750578836015	"Stable"
"ANAPC11"	0.0479571084542035	5.87823820332914	0.737304431799871	0.478760184546355	0.612740757226178	-7.47631117947301	"Stable"
"MTG2"	-0.0543115046198587	4.70945015950298	-0.736792597133351	0.479057257296729	0.613092746186442	-7.29836027206895	"Stable"
"AL591002.1"	-0.449124243427883	-4.2568535048597	-0.736681777668014	0.47912159319087	0.613130464922399	-5.58841220228646	"Stable"
"KIF3A"	-0.0976986123362962	3.40480273645547	-0.736665867088358	0.47913083047899	0.613130464922399	-7.0081066075335	"Stable"
"RPS4XP1"	0.725914506228521	-4.45497381744984	0.736215750034659	0.479392204180446	0.613436706370984	-5.5886913733832	"Stable"
"RPLP1P11"	0.532556611241838	-4.34897420413048	0.736050254054853	0.479488327063007	0.613531472197045	-5.58863371943616	"Stable"
"ARHGAP11B"	-0.733106208926321	-3.53418354066912	-0.735819667168749	0.479622276267075	0.613674627916542	-5.6010175910997	"Stable"
"CASC9"	-0.1147055783	1.44761007490096	-0.735683535275817	0.479701367198518	0.613747582769153	-6.48378984259009	"Stable"
"AL590822.2"	-0.569593070169817	-4.59241577664371	-0.735642754762225	0.479725061780571	0.613749658041343	-5.58760329619753	"Stable"
"AC112497.1"	0.345847651896284	-0.537562486214942	0.73515778919695	0.480006896877475	0.614081977206122	-6.00267263414814	"Stable"
"SYT13"	-0.446673457915207	-4.83733552858154	-0.734803888027781	0.480212630949621	0.614175632040161	-5.58780989452881	"Stable"
"AL356317.1"	-0.446673457915207	-4.83733552858154	-0.734803888027781	0.480212630949621	0.614175632040161	-5.58780989452881	"Stable"
"MYO5BP2"	-0.446673457915207	-4.83733552858154	-0.734803888027781	0.480212630949621	0.614175632040161	-5.58780989452881	"Stable"
"AC113382.1"	-0.446673457915207	-4.83733552858154	-0.734803888027781	0.480212630949621	0.614175632040161	-5.58780989452881	"Stable"
"AC008763.1"	-0.446673457915207	-4.83733552858154	-0.734803888027781	0.480212630949621	0.614175632040161	-5.58780989452881	"Stable"
"AC093849.4"	-0.446673457915207	-4.83733552858154	-0.734803888027781	0.480212630949621	0.614175632040161	-5.58780989452881	"Stable"
"ALDH4A1"	0.0902324468325666	4.3705943531519	0.73448331380569	0.480399039305847	0.61436340247831	-7.23414767540946	"Stable"
"DBIL5P"	-0.336519948770236	-1.43689746263363	-0.734475412306572	0.48040363447047	0.61436340247831	-5.82326076284633	"Stable"
"SLC47A1P2"	0.529044701960967	-4.74521482931076	0.734281709871118	0.480516292016595	0.614409235506379	-5.58904099630859	"Stable"
"AC012360.1"	0.529044701960967	-4.74521482931076	0.734281709871118	0.480516292016595	0.614409235506379	-5.58904099630859	"Stable"
"AC006195.1"	0.529044701960967	-4.74521482931076	0.734281709871118	0.480516292016595	0.614409235506379	-5.58904099630859	"Stable"
"AC084036.1"	-0.450337031132075	-2.07179121250963	-0.734261823501478	0.480527858899418	0.614409235506379	-5.71421274774728	"Stable"
"AGAP6"	-0.169114684985579	2.82662291998243	-0.733799091747804	0.480797056139639	0.614725167510521	-6.85713456703662	"Stable"
"AC009403.1"	0.154461424579371	0.2885478696267	0.733546689266412	0.480943933250815	0.61487412422376	-6.19285152938657	"Stable"
"RPL41P2"	-0.182612407549248	0.405259356230928	-0.733522886121022	0.480957786156469	0.61487412422376	-6.22147906567212	"Stable"
"CHKB-CPT1B"	0.350207169322673	-0.373921536307203	0.733350900888615	0.481057885286862	0.614973819975472	-6.04097332223618	"Stable"
"AL358777.1"	-0.552773307226864	-2.62990484481003	-0.73309145526086	0.481208913251419	0.615138609868929	-5.64496655500186	"Stable"
"HOXA11"	-0.327660007392462	3.94817314305338	-0.732058721417586	0.481810384054248	0.615877162515912	-7.14392657562272	"Stable"
"C19orf12"	0.0564497357168009	4.82462658254057	0.732023399298438	0.481830964301631	0.615877162515912	-7.32245314683072	"Stable"
"COL6A4P2"	-0.274437366145543	-1.37918828243636	-0.731939571014472	0.481879808640024	0.615911282879545	-5.83635513820272	"Stable"
"AP000873.3"	-0.54131195116455	-4.39429546405356	-0.731785154922986	0.481969790678782	0.615997977551674	-5.59116113396674	"Stable"
"AC015674.1"	0.418241072363263	-1.44804911290651	0.731661817466109	0.48204167007882	0.61606152862121	-5.82142766252835	"Stable"
"FSD1"	0.106608358769958	2.94502901627752	0.731450313394658	0.482164947587165	0.616190758921257	-6.89029247059362	"Stable"
"DIP2C"	0.0662780875686205	5.40538170699148	0.731252709880291	0.482280141033711	0.616309646655791	-7.41630899692579	"Stable"
"AL132656.2"	0.315193742214582	-1.21799293113133	0.730996487778617	0.482429532263177	0.616460088750985	-5.86655769193751	"Stable"
"ARAP2"	-0.432979744604489	1.92738346095744	-0.730974752566014	0.482442206405459	0.616460088750985	-6.61174568840944	"Stable"
"MIAT"	-0.476104808466207	0.777941797059883	-0.730777766147922	0.482557081874114	0.61657854142963	-6.31337854548066	"Stable"
"LVRN"	-0.545603644359466	-3.29621610835887	-0.730678972182446	0.482614701515295	0.616623828991145	-5.61059733690629	"Stable"
"SHCBP1L"	-0.446744077268927	-4.83733552858154	-0.730025091945264	0.482996174065296	0.61698908294374	-5.5911611548395	"Stable"
"EEF1B2P2"	-0.446744077268927	-4.83733552858154	-0.730025091945264	0.482996174065296	0.61698908294374	-5.5911611548395	"Stable"
"RTEL1P1"	-0.446744077268927	-4.83733552858154	-0.730025091945264	0.482996174065296	0.61698908294374	-5.5911611548395	"Stable"
"AC090498.1"	-0.446744077268927	-4.83733552858154	-0.730025091945264	0.482996174065296	0.61698908294374	-5.5911611548395	"Stable"
"BEX1"	-0.509611400826165	0.806734829319849	-0.72998607496577	0.483018942527896	0.61698908294374	-6.31919104122838	"Stable"
"AC139530.2"	0.11873803411008	2.00993147691807	0.729960769045546	0.48303371022809	0.61698908294374	-6.63724673781481	"Stable"
"TPRG1"	-0.542199160177725	-1.75404821494962	-0.729867905923735	0.483087904528543	0.617029962026673	-5.7688067486893	"Stable"
"C1GALT1P1"	-0.445490875233129	-4.2568535048597	-0.72883883996632	0.483688717894997	0.617768981203816	-5.5939166132696	"Stable"
"PGP"	-0.0621737248080672	4.4179465168044	-0.728338544010718	0.48398098287141	0.618101435118977	-7.24889164920155	"Stable"
"AC008567.3"	-0.489723953533274	-2.91856740562998	-0.728317165545818	0.483993474316532	0.618101435118977	-5.62732639839126	"Stable"
"PEX7"	-0.121480729646875	1.7566064135919	-0.727573789982553	0.484427955555553	0.618555027080563	-6.57190539514027	"Stable"
"NDUFAF4P3"	-0.447586180890447	-4.83733552858154	-0.727557237059835	0.484437633055219	0.618555027080563	-5.59288423048681	"Stable"
"AC013564.1"	-0.447586180890447	-4.83733552858154	-0.727557237059835	0.484437633055219	0.618555027080563	-5.59288423048681	"Stable"
"AL512652.2"	-0.447586180890447	-4.83733552858154	-0.727557237059835	0.484437633055219	0.618555027080563	-5.59288423048681	"Stable"
"AC008014.1"	-0.15312677580621	0.536778085141243	-0.727476110381008	0.484485064715964	0.618587184750303	-6.25802194074623	"Stable"
"PCDHB13"	0.336644077915729	1.95089245396383	0.727388413569953	0.484536340977799	0.618624248001684	-6.62296682021027	"Stable"
"C1orf50"	0.0898022959562937	3.18640692067537	0.727326109744128	0.48457277206038	0.618625022841264	-6.95742544685642	"Stable"
"AL139424.1"	0.528044436297568	-4.74521482931076	0.727311280149693	0.484581443663438	0.618625022841264	-5.59392046203021	"Stable"
"IGF2BP2-AS1"	0.338772027008064	-3.46437225449912	0.727201442806228	0.484645674081685	0.618655272111424	-5.60827651252119	"Stable"
"AP000786.1"	-0.540284890478816	-4.39429546405356	-0.727194667173522	0.484649636495834	0.618655272111424	-5.5943697308174	"Stable"
"AC131571.1"	0.525378620875704	-4.74521482931076	0.727034478907722	0.484743321118662	0.618746455518983	-5.59411337911723	"Stable"
"SUMO1"	-0.0475312641666243	5.89676476097326	-0.726994735049503	0.484766566714768	0.618747723390904	-7.48663939361862	"Stable"
"AC089999.2"	-0.615234700239331	-4.05398721099468	-0.726955443653389	0.484789548363755	0.618748654264324	-5.59754976892178	"Stable"
"AC022973.2"	0.629827917751253	-4.10405445219264	0.726647943546852	0.484969429785001	0.618949830844161	-5.59774662148951	"Stable"
"AL049796.1"	-0.27297862159326	-1.1919777106958	-0.726585427666619	0.485006005475127	0.618968101167679	-5.87612837666429	"Stable"
"NFE4"	0.504900939057789	-3.37225155522835	0.726494594156533	0.485059151845526	0.619007516463202	-5.61221557435392	"Stable"
"USP40"	-0.0433908037723767	5.45872937863543	-0.725943866508833	0.485381459302951	0.619390401898938	-7.42827358358053	"Stable"
"NAXE"	0.0874897663732183	5.3643128297767	0.725744724216968	0.485498038424004	0.619510736378223	-7.41439187531159	"Stable"
"OXER1"	0.217426715570743	-0.236485463508184	0.72560990976033	0.485576969651619	0.619583022124308	-6.07684078356715	"Stable"
"POLR2J4_ENSG00000272655.2"	-0.188726722861084	1.45081205219209	-0.725528791902365	0.485624466467605	0.619615193621724	-6.49198148189383	"Stable"
"SPSB2"	0.0832764588211374	2.69713526489179	0.725467606414075	0.485660294250384	0.619632474163815	-6.82786289891068	"Stable"
"MVD"	0.0704719971564801	5.68408589057789	0.725301617431335	0.485757499169529	0.619728057898965	-7.4599602013747	"Stable"
"SENP3-EIF4A1"	0.677413067243997	-2.81567712589049	0.724825588586805	0.486036334714888	0.620055346076445	-5.64177363256933	"Stable"
"AC099343.4"	0.52562822245505	-4.74521482931076	0.724278720362582	0.486356789067936	0.62043569650975	-5.59603046135814	"Stable"
"FGD3"	0.596266573966706	-2.4722925121238	0.723517387448854	0.486803137059786	0.620976604692375	-5.6711465929639	"Stable"
"USP39"	-0.0603721123743083	4.92841136493747	-0.723020201172035	0.487094762402314	0.621320104746031	-7.34742556139685	"Stable"
"CLDN12"	-0.0742989613331119	4.75513138174832	-0.722933991010769	0.487145340274903	0.621356116132291	-7.31714685114045	"Stable"
"AC010864.1"	0.186753962326235	-0.452529966829126	0.722891534438202	0.487170249957482	0.621359385822565	-6.03149424776966	"Stable"
"ANXA8"	-0.500491927342112	2.51318603564033	-0.722626382286683	0.487325835414961	0.621529317473095	-6.7767912098465	"Stable"
"PELI2"	0.15021915021482	3.56276348036638	0.722588281211651	0.487348194855585	0.621529326521781	-7.05713150828527	"Stable"
"HOXA1"	0.107837597573411	2.11621284473807	0.722494677537643	0.487403128479659	0.621570876467868	-6.67191440117823	"Stable"
"AL359263.1"	0.533717442334241	-4.34897420413047	0.722407321887116	0.487454398808511	0.621607751124488	-5.59816747536463	"Stable"
"LINC01150"	-0.628130787626714	-4.56097343076921	-0.722201899246007	0.487574977766765	0.621733001549238	-5.59722375782488	"Stable"
"ALOX12B"	0.51885940423636	-4.34897420413048	0.722045147162647	0.487667000695705	0.621821828832245	-5.59841841170859	"Stable"
"A1BG-AS1"	0.218613444614957	0.308438112636861	0.721879686486745	0.487764147933827	0.621917181651138	-6.20569658313744	"Stable"
"HACL1"	-0.0912243758329434	2.64832728649099	-0.721683599888977	0.487879292370253	0.622035471761532	-6.81802771903485	"Stable"
"CDH12P3"	-0.631894143515293	-4.34897420413048	-0.721021959210852	0.488267941830246	0.622412181528732	-5.59916249773538	"Stable"
"CDH12P1"	-0.631894143515293	-4.34897420413048	-0.721021959210852	0.488267941830246	0.622412181528732	-5.59916249773538	"Stable"
"GPAA1P2"	0.191776722029081	1.26247814581733	0.720929787798695	0.488322098982217	0.622412181528732	-6.44521510985106	"Stable"
"AL355377.3"	0.567842868190271	-3.93737648547699	0.720885629299252	0.488348046525751	0.622412181528732	-5.60365388307367	"Stable"
"AC132872.2"	-0.582921587325058	-3.39805791491177	-0.72084745632764	0.488370477669454	0.622412181528732	-5.61448956591428	"Stable"
"KLHL32"	0.487093587127826	-3.50494753314733	0.720681870729241	0.488467786316189	0.622412181528732	-5.61228521656157	"Stable"
"HNRNPA1P53"	0.428956679536033	-4.00866595107159	0.719157050885063	0.489364439526764	0.622412181528732	-5.60341985861566	"Stable"
"LINC01139"	0.14613418088263	1.47783508833886	0.718974968715113	0.489471579845461	0.622412181528732	-6.50368279105067	"Stable"
"C14orf39"	0.351338837477722	-3.06813162931883	0.718961316807796	0.489479613457959	0.622412181528732	-5.62808197078803	"Stable"
"KCNK6"	-0.0865134850616512	7.00377056584547	-0.718937344458987	0.489493720445866	0.622412181528732	-7.61708628666649	"Stable"
"HSPBAP1"	0.121587095109274	2.22180639939715	0.718838182559024	0.489552076873127	0.622412181528732	-6.70325855558459	"Stable"
"AC007229.1"	0.429802369327496	-3.41757281515143	0.718685773307616	0.489641777679943	0.622412181528732	-5.61585694848561	"Stable"
"AC005332.5"	-0.130622572604078	2.38182277764734	-0.718605564422662	0.489688988935993	0.622412181528732	-6.74749053610146	"Stable"
"AL583856.2"	0.526600496738432	-4.74521482931076	0.718556738094645	0.489717729696009	0.622412181528732	-5.59999041274851	"Stable"
"AC012349.1"	0.466299930374556	-4.19617515146342	0.718475350313448	0.489765639532843	0.622412181528732	-5.6018872934351	"Stable"
"ST20"	-0.148565891438164	1.57737275593804	-0.718235981765979	0.489906563553531	0.622412181528732	-6.53115469144514	"Stable"
"C6orf136"	-0.142090312859752	2.14698201438876	-0.718146952107256	0.489958984679783	0.622412181528732	-6.68409452484466	"Stable"
"AC093462.1"	0.518837922431274	-4.34897420413048	0.717642615107458	0.490256007257615	0.622412181528732	-5.60145981736725	"Stable"
"DGUOK-AS1"	0.325812176423303	-1.77090611557831	0.717278197090092	0.490470696568134	0.622412181528732	-5.77430461910532	"Stable"
"AL139339.1"	-0.446788060685729	-4.83733552858154	-0.716730380127203	0.490793542280702	0.622412181528732	-5.60038247999843	"Stable"
"NDUFS7"	0.0371085880124609	5.83909038896633	0.716662884584262	0.490833328720356	0.622412181528732	-7.48696323756128	"Stable"
"C1QTNF2"	0.313408320730099	-0.678079661745588	0.716368861339572	0.491006669456866	0.622412181528732	-5.9866592139215	"Stable"
"FAM131B"	-0.219743500596244	1.58611358591833	-0.715870605693266	0.491300502363186	0.622412181528732	-6.5345888089432	"Stable"
"AC007899.1"	-0.446297376545023	-4.04485427822096	-0.7157893227004	0.491348447259042	0.622412181528732	-5.60505571264701	"Stable"
"AL162615.1"	-0.449846470515787	-4.2568535048597	-0.715769944386468	0.491359878018597	0.622412181528732	-5.60297274756135	"Stable"
"NPIPB3"	0.196023174449008	2.62875455742052	0.715066259369913	0.491775076004164	0.622412181528732	-6.81560067535181	"Stable"
"AL139241.1"	-0.519724889419234	-3.11614453443563	-0.715048486860336	0.491785565224651	0.622412181528732	-5.62786504782785	"Stable"
"NAV2-AS2"	0.27173047922391	-1.18148404061772	0.714876115457203	0.491887304968171	0.622412181528732	-5.8861844506947	"Stable"
"CLCA4"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"NMRK2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"OPRK1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"KCNH4"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"CCM2L"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"SLC6A2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"NKX2-4"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"OMD"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"FOXJ1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"NMUR2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"GPR12"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"SIX3"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"ADAD2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"KAAG1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"LINC01558"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"CRH"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"TEX12"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"PANX3"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"LYZL4"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"FEV"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"SHH"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"NKX6-3"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"SOST"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"GSG1L"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"KISS1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"ABRA"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"GPR152"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"TPRXL"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"CLRN3"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"LRRC26"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"VSTM2B"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"TTC24"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"RNF133"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"OTOG"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"ADGRA1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"OPALIN"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"C1orf68"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"C9orf135"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"LDHAP5"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"LDHBP2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"TAF9BP1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"NPAP1P2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC090921.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"RPS5P3"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AMD1P4"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"CCT7P1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"POTEJ"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"HTATSF1P1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
