"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"expression"
"AP003355.2"	1.96077150634275	-4.02254486512018	3.31031730448303	0.00844143518357216	0.0215772827678877	-2.29616575175894	"Up"
"ANKRD65"	-1.92626703694215	-2.93982260289868	-3.31027393509672	0.0084420362235435	0.0215772827678877	-2.30492311545426	"Down"
"MTHFS"	-0.572737777044947	2.84592135028114	-3.30994629238053	0.00844657833146986	0.021583338040992	-3.15598321031812	"Stable"
"RIPK2"	-0.461192438875627	3.9101876517932	-3.30992017024229	0.00844694057124559	0.021583338040992	-3.41532204465152	"Stable"
"LINC00880"	-2.95872845123527	-1.36842314078557	-3.30990937506472	0.0084470902743548	0.021583338040992	-2.35855113530051	"Down"
"AL356776.2"	-2.29599748274441	-1.05586037233152	-3.30987909691046	0.00844751017406734	0.021583338040992	-2.38188306835446	"Down"
"AC123768.4"	-2.11626902156924	-2.35078009080015	-3.30980695504942	0.00844851072983466	0.0215839111864923	-2.32023371328316	"Down"
"VSTM4"	-1.90141495854371	-0.0335266319942699	-3.30964527721005	0.00845075353062861	0.0215876575721322	-2.50971164430066	"Down"
"COL5A1"	-0.466643835396139	12.5913097839793	-3.3081150240049	0.00847201179021281	0.0216399742640692	-4.24394308526092	"Stable"
"ZNF70"	-0.596992085960001	3.60310539244574	-3.3080412713505	0.00847303775770383	0.0216406069523939	-3.34466363610706	"Stable"
"AC004889.1"	-0.784689682318664	2.14170994355965	-3.30722647632539	0.00848438086670535	0.021666018103081	-2.98091480751024	"Stable"
"TRIM14"	-0.525956573131149	3.52844088276863	-3.30721466143853	0.00848454546229047	0.021666018103081	-3.3293761725892	"Stable"
"NOTCH4"	0.844160370121073	0.542819831227825	3.30706515746838	0.00848662851782457	0.0216693473431249	-2.63006107553699	"Stable"
"RNF139"	0.272463834257385	4.89566399850853	3.30670530054212	0.00849164461435044	0.0216801643693535	-3.61423856150975	"Stable"
"PAXBP1"	-0.311350407141186	4.93497593476037	-3.3059536063884	0.00850213248306042	0.0217049482027156	-3.62276542596323	"Stable"
"HNRNPA3P12"	1.91082479441657	-4.44109490340125	3.30458902637692	0.00852120578154656	0.0217516430700159	-2.30345112767396	"Up"
"CHRM5"	2.60431722881665	-3.40468612853092	3.30422862970459	0.00852625057989918	0.021762522822166	-2.3124522489175	"Up"
"RASSF6"	1.82378149578436	-2.10444286303385	3.3038812398627	0.00853111623425236	0.0217729433694007	-2.33412056291531	"Up"
"PRKG1-AS1"	1.69141792992066	-0.894791377621233	3.30382235600837	0.00853194126519474	0.0217730505524968	-2.41142911661159	"Up"
"RNFT1"	0.340223575738406	3.91843589958972	3.30362695720614	0.00853467961995476	0.0217772253001325	-3.42609871501693	"Stable"
"C11orf87"	1.80657918098666	-1.93081006974851	3.30359385990084	0.008535143541712	0.0217772253001325	-2.34052480956044	"Up"
"FAM104B"	-0.600318224668445	2.01723784544445	-3.30264688993553	0.00854842818531004	0.0218072830347953	-2.96298795359236	"Stable"
"RPL17-C18orf32"	-2.9393647332945	0.109391601454865	-3.30264230236958	0.00854849259437777	0.0218072830347953	-2.50707806057697	"Down"
"KLRG1"	-1.57379421186037	-2.20480122948074	-3.30256532357039	0.00854957344559331	0.021808039558588	-2.33105337146491	"Down"
"LINC02552"	2.21504752855065	-3.87106214588965	3.30233658627358	0.00855278595606382	0.0218142328283169	-2.30912161361669	"Up"
"ZNF280C"	-0.548800928230398	2.52324571435816	-3.30223131162414	0.00855426490980434	0.0218160038596734	-3.08851492193412	"Stable"
"EFCAB2"	-0.591991914472597	1.90554389143786	-3.30124124982036	0.00856818676873576	0.0218495048873318	-2.93776199597487	"Stable"
"LCOR"	0.292678429548356	5.36272860879624	3.3010074094679	0.00857147835962478	0.0218558942932349	-3.69686230539051	"Stable"
"WIPI2"	0.18747552425598	6.27882523276109	3.30090161152916	0.00857296802560116	0.0218576883293477	-3.81510830403835	"Stable"
"SYNRG"	0.240108430552531	5.82232720348629	3.30019984277731	0.00858285591670267	0.0218808922361634	-3.76114984958225	"Stable"
"TMEM272"	-2.57095715412534	-2.77272106140202	-3.29959097108891	0.00859144444903276	0.0219007796433631	-2.32913353967898	"Down"
"TRIM69"	-0.486111075229646	3.50150059749059	-3.29952913086829	0.00859231724279212	0.0219009967231715	-3.33661446907914	"Stable"
"USP27X"	-0.44323181131859	2.67723761398502	-3.29839503378128	0.0086083398109789	0.0219398255530779	-3.13444580160298	"Stable"
"AL136295.4"	-4.26883653818035	-3.37548638420655	-3.29820555802684	0.00861101974308587	0.0219437838175507	-2.33398159230971	"Down"
"SARM1"	-0.441767197274354	5.54438481491911	-3.29817364314843	0.00861147122984657	0.0219437838175507	-3.72704983626517	"Stable"
"SNAP47"	-0.281814349131422	5.20854684650347	-3.29762743799397	0.00861920196739922	0.0219561600138116	-3.6805596620656	"Stable"
"BBOX1"	1.50979304923634	-4.65309413003999	3.29760734161073	0.00861948653926373	0.0219561600138116	-2.31288127198634	"Up"
"AL663070.1"	1.50979304923634	-4.65309413003999	3.29760734161073	0.00861948653926373	0.0219561600138116	-2.31288127198634	"Up"
"AL138688.2"	1.50979304923634	-4.65309413003999	3.29760734161073	0.00861948653926373	0.0219561600138116	-2.31288127198634	"Up"
"CD40"	-1.71158996859493	0.0525044006911334	-3.29741878255654	0.00862215707522899	0.0219609507771198	-2.54937856782762	"Down"
"TENT4B"	0.516294582982227	3.15122960397449	3.29730898916728	0.00862371245808418	0.021962900587057	-3.25007455172804	"Stable"
"ZNF876P"	0.856950520780131	0.106655209831877	3.2963617873393	0.00863714300414177	0.0219950909765698	-2.5709759266727	"Stable"
"BMPER"	1.5149974995652	3.40483844931686	3.29622348631608	0.00863910580840493	0.0219980747352113	-3.26982139614938	"Up"
"AL445426.1"	1.31502838610182	-1.70699293320383	3.29596557905154	0.00864276732799095	0.0220053830530278	-2.36070182245258	"Stable"
"NIPSNAP3A"	0.386939586319091	4.33042167777679	3.29585656890342	0.00864431543184262	0.0220069979384427	-3.52682633034171	"Stable"
"C19orf57"	-1.63219971005688	-0.825637605329866	-3.29580946386797	0.00864498448110514	0.0220069979384427	-2.43456349202933	"Down"
"ZNF192P1"	-2.15214306352609	-2.89456864171989	-3.29517195732317	0.00865404447753633	0.0220280447402394	-2.32933632015275	"Down"
"ADGRV1"	1.31990907450165	-0.418033702979574	3.2947083336555	0.00866063948432342	0.0220424215496426	-2.48872217755849	"Stable"
"LINC02056"	2.76191590132007	-2.39584550832514	3.29466346139696	0.00866127806413706	0.0220424215496426	-2.34830539129282	"Up"
"TMEM50A"	0.217115972716772	5.66485301396425	3.29327737931787	0.00868102748158562	0.0220906607626036	-3.75245395017565	"Stable"
"CCDC151"	-1.84819682241995	-1.69714273724038	-3.29263532835283	0.00869019143986786	0.0221119567328849	-2.36816650325067	"Down"
"PIR"	-0.95335536659514	1.58456422988244	-3.29223017902667	0.00869597926110889	0.0221246591027902	-2.8701541651209	"Stable"
"GPATCH8"	-0.212602343398533	5.82534881223745	-3.29190276730532	0.00870065946221468	0.0221345413546515	-3.77602691145863	"Stable"
"CHST8"	2.12177782679933	-3.34651249428921	3.29140542269515	0.00870777376005024	0.0221506135917992	-2.32914438651744	"Up"
"AL390800.1"	-2.00009887820217	-1.45668313440038	-3.29125627017282	0.00870990849406727	0.0221540171593518	-2.38364271978226	"Down"
"ZNF616"	-0.312062213268207	3.46540865467227	-3.29019737574805	0.00872507940484687	0.0221905751331905	-3.34628677818702	"Stable"
"MYMX"	2.56300184140896	-3.69140826035257	3.29001000513176	0.00872776673047826	0.022195379706208	-2.32994299564215	"Up"
"TNNI3K"	-2.59480137259704	-4.15998682431405	-3.28977100011947	0.00873119585419376	0.0222020696773399	-2.32592793319696	"Down"
"AC010542.4"	-1.62310931887855	-1.03141217975988	-3.28934680782309	0.00873728538249188	0.0222155228004361	-2.42317890422362	"Down"
"FBXW4"	0.380844515640609	4.68580535143062	3.28889610822055	0.0087437602501424	0.0222299531421285	-3.60672947548609	"Stable"
"PLPPR2"	-0.427613284623893	5.81274106175886	-3.28848970755131	0.00874960296126097	0.0222427738106439	-3.77920731560603	"Stable"
"TMEM176A"	-3.66992323698879	1.10243480881714	-3.28834854218832	0.00875163340145191	0.0222459016693273	-2.65955737421469	"Down"
"GATA4"	-0.471366857258427	6.89523058130553	-3.2882416973576	0.00875317051902257	0.0222477750870148	-3.90204860758471	"Stable"
"AC092053.4"	-1.5704907172144	-2.90363427574931	-3.28807329578777	0.00875559378608306	0.0222519002665045	-2.33566343753834	"Down"
"PECR"	-0.930157559670546	0.547720017470536	-3.28740634231045	0.00876519793685122	0.0222742728780922	-2.66359523333654	"Stable"
"PIGR"	1.84796737216944	-4.48641616332434	3.28509857196651	0.00879851402684816	0.0223548747426235	-2.33125437580934	"Up"
"AC080038.2"	-0.571435220732402	3.0119104360973	-3.28509790526621	0.00879852367054849	0.0223548747426235	-3.23960479857068	"Stable"
"CRADD"	0.38038217240836	2.45934993865378	3.28453289282255	0.00880670040403245	0.0223736054302902	-3.1013966917152	"Stable"
"ENGASE"	-0.492166639755071	4.36407999900091	-3.28339137160719	0.0088232442187502	0.0224135874974025	-3.55502567161762	"Stable"
"GUCD1"	-0.190897207536151	6.42725859604286	-3.28332191809848	0.00882425182929384	0.0224140994213341	-3.8617641540879	"Stable"
"HARBI1"	0.581318910499721	2.25493148983787	3.28259685291306	0.00883477796132917	0.0224387866270295	-3.05091783309336	"Stable"
"AC108488.2"	-0.974933335945958	0.29448818912051	-3.28241856293687	0.0088373682731734	0.0224433155725509	-2.62602768713046	"Stable"
"AC044802.1"	1.00401644880577	-1.13675866759344	3.28226508870015	0.00883959867466482	0.0224469297486512	-2.42956748976428	"Stable"
"ZNF143"	0.341585031729985	3.26842396392336	3.28104476455653	0.008857354050241	0.0224899631742308	-3.3102804298282	"Stable"
"SBF2-AS1"	0.750066025106594	1.58366596578987	3.27961563403964	0.00887819437176677	0.0225408211012917	-2.89180404006002	"Stable"
"HNRNPR"	-0.236557231795855	6.74301124014619	-3.2793784506509	0.00888165800330258	0.0225475561435069	-3.90213002349214	"Stable"
"FOXP2"	1.885802171449	-3.48870043475795	3.27915571231851	0.00888491196268272	0.0225537577172134	-2.34384190711118	"Up"
"AC018521.5"	-0.742275137281069	1.05844375173425	-3.27807487134716	0.00890071935208386	0.0225918212965809	-2.78413220222487	"Stable"
"PNPLA3"	-0.458593056346082	2.74939576749702	-3.27763629729394	0.00890714182135417	0.0226060592811769	-3.18809549386227	"Stable"
"TMEM189"	0.350696343839324	5.0820280774257	3.27741415259275	0.00891039673085382	0.0226122562287233	-3.69369141761482	"Stable"
"COMMD7"	-0.304496393352751	4.69598413804791	-3.27729604168429	0.00891212781649439	0.022614252774564	-3.63004117356896	"Stable"
"TRMT61B"	0.340425096166061	3.06763710588043	3.27724950005527	0.00891281004662473	0.022614252774564	-3.26711480309805	"Stable"
"PIK3C2A"	0.239921713607798	5.79471035835387	3.2770763261796	0.00891534898868404	0.0226186308375318	-3.79679130784003	"Stable"
"CDK5"	-0.506767599825423	3.99585257051519	-3.27682564427566	0.00891902561798159	0.0226258942006748	-3.48899959779613	"Stable"
"RHPN2"	-1.67394436239909	1.86309393668172	-3.27662276802588	0.00892200225222652	0.0226313806445366	-2.93401401321662	"Down"
"HEXIM2"	-0.57831757445733	2.15426518901579	-3.27648380131226	0.00892404178752354	0.0226344892770117	-3.04038733996382	"Stable"
"AC016582.3"	-2.64028891576202	-2.69682134650253	-3.2762017509001	0.00892818276223711	0.0226421297572423	-2.36543310204377	"Down"
"AC093227.3"	2.57867748539247	-2.67241877752218	3.27615394439171	0.00892888483902139	0.0226421297572423	-2.36668270466854	"Up"
"YJU2"	-0.360486404504517	3.4316547651301	-3.2761122604185	0.00892949704804428	0.0226421297572423	-3.36151653008517	"Stable"
"AC130650.2"	1.19809104441092	-1.42551320078329	3.27524127123807	0.00894229912078296	0.0226711461708341	-2.41283882831026	"Stable"
"DDX12P"	-2.57718017762272	-3.3031097299078	-3.27522278307805	0.00894257107105333	0.0226711461708341	-2.35480456804284	"Down"
"RTL9"	0.757107640352989	1.15219044206807	3.27494330412184	0.00894668308806727	0.0226790243961466	-2.80657857127964	"Stable"
"EMSY"	-0.253006121895356	4.39145062269656	-3.27490071718854	0.00894730984772094	0.0226790243961466	-3.57750678407167	"Stable"
"AC096887.2"	1.15714737823993	-2.36415385919601	3.27377213943765	0.00896393587577365	0.022719095885677	-2.36731728027049	"Stable"
"HIRIP3"	-0.518248329826874	2.76960423618536	-3.27315578677805	0.00897302936043161	0.0227400705793075	-3.19922131866374	"Stable"
"MX1"	1.3470269342421	2.77827309863159	3.27205851638166	0.00898924176044192	0.0227790810526609	-3.17108158582312	"Stable"
"SGK1"	0.79709280686825	6.10468417069088	3.27199350746671	0.00899020322999032	0.0227794414992811	-3.83920108936816	"Stable"
"AL136368.1"	-1.91812030363932	-4.50029507737293	-3.27175405888284	0.00899374554579787	0.0227863406511577	-2.35020067469824	"Down"
"C4B-AS1"	-2.14829835169555	-3.79993452628313	-3.27146265627535	0.00899805839619972	0.0227931139441313	-2.3527428598283	"Down"
"C4A-AS1"	-2.14829835169555	-3.79993452628313	-3.27146265627535	0.00899805839619972	0.0227931139441313	-2.3527428598283	"Down"
"TATDN1"	-0.437874892882245	2.89599731337175	-3.2710496169758	0.00900417516936308	0.0228065307669256	-3.23626943546835	"Stable"
"NAV3"	0.721390822870686	2.49248380811155	3.2707211217028	0.00900904298195165	0.0228167819615764	-3.12383690662102	"Stable"
"ARMC9"	-0.843227370954543	4.78384961616785	-3.27014866218964	0.00901753248155914	0.0228362029309867	-3.64856037142451	"Stable"
"ABHD17A"	-0.161179549986443	7.31299683132721	-3.26982529010548	0.00902233170002818	0.0228457441451855	-3.97465362577184	"Stable"
"A1BG"	-0.913768554590571	0.684774973377584	-3.2697840912279	0.00902294332886525	0.0228457441451855	-2.71877908040672	"Stable"
"TMEM187"	-0.394435957935853	3.39512427420856	-3.26968355546618	0.00902443603893655	0.022847443184801	-3.36296685245237	"Stable"
"CLIC1"	0.326195477889326	7.18721886344396	3.2693980698685	0.00902867619260777	0.022856097069524	-3.96283126801059	"Stable"
"ADRA2A"	1.37744465084916	-0.321214382705686	3.26902708740086	0.00903418925765042	0.022867971460922	-2.54098315922856	"Stable"
"THAP10"	-0.657969905616135	0.844248891558256	-3.26833480816514	0.00904448632514877	0.0228919521897949	-2.75736883553454	"Stable"
"TEKT2"	-1.94209142325844	-2.81725557693146	-3.26720590981695	0.00906130374761393	0.0229324303273098	-2.37031470425554	"Down"
"TBP"	0.334047373589497	3.57313925066042	3.26628021665761	0.00907511808660101	0.0229653015577018	-3.40947066020825	"Stable"
"PTGES3L-AARSD1"	-2.8186068685918	-0.637063983437315	-3.26571348724376	0.00908358625988191	0.0229846391429863	-2.47983273634709	"Down"
"AC004951.2"	-2.37847615134099	-3.33174357532443	-3.26481976658219	0.00909695698518885	0.0230163772456926	-2.36817245026858	"Down"
"TECPR1"	0.270779094780706	5.17937967621182	3.26474379375935	0.00909809453226697	0.0230171610012024	-3.73102425533123	"Stable"
"POLR2F"	0.269004942330095	4.74886586316231	3.26410853115386	0.00910761212250069	0.0230391432567553	-3.66097843502027	"Stable"
"C10orf91"	-1.66392220347341	-1.38149684330096	-3.26363263869458	0.00911474874534498	0.0230550990278416	-2.43312787933164	"Down"
"ABTB1"	-0.779800941399647	2.50247665038893	-3.26348500264352	0.00911696391263756	0.0230586045620157	-3.14279640583048	"Stable"
"MED14OS"	0.947177975495095	0.430743111159685	3.26315623479703	0.00912189882374764	0.023068987602831	-2.6791087944032	"Stable"
"KCNJ12"	0.893475391248353	2.78603730984484	3.26297530945512	0.00912461574824168	0.0230737600487094	-3.20600952596967	"Stable"
"AC023509.3"	1.51011725446585	-0.804038622324284	3.26273917127897	0.0091281630517562	0.0230806312464429	-2.48854249350213	"Up"
"AC009630.1"	-1.83006486708916	-2.69955766270962	-3.26231731794793	0.00913450374232578	0.0230945636533107	-2.37935765044955	"Down"
"PGRMC2"	0.212528396073186	5.90471769957413	3.26114717857877	0.00915211541033341	0.0231369870988027	-3.83777862992216	"Stable"
"TRIM52"	-0.374285221617937	3.80212964035072	-3.26081444317238	0.00915712978421857	0.0231475591618165	-3.47441233082127	"Stable"
"IRF2"	-0.321377881756097	4.29469137385762	-3.26052511991183	0.0091614922367366	0.0231564815139258	-3.58207202219814	"Stable"
"AL135744.1"	1.76818466154205	-3.73362018669578	3.26033664597596	0.00916433522499301	0.0231608063625212	-2.36886261645171	"Up"
"TWNK"	0.427500521750311	3.59039841496356	3.26030125456413	0.00916486917955912	0.0231608063625212	-3.42150485317231	"Stable"
"FAM171A1"	-0.879412853954402	6.13279720166994	-3.2592748626041	0.00918036846709409	0.0231978667390057	-3.86398764536477	"Stable"
"C1orf52"	0.267794427424798	4.01837794934807	3.25872551437482	0.009188675156438	0.0232149769380717	-3.52531303153248	"Stable"
"SUGT1P4-STRA6LP"	-1.4426105049569	-0.240456023992681	-3.25871663586185	0.00918880947207141	0.0232149769380717	-2.56944575599805	"Stable"
"RAD23A"	0.26627100998035	5.48589460644702	3.25855107924788	0.00919131441175434	0.0232191958329464	-3.78649342409828	"Stable"
"AC099681.3"	2.07546800728243	-3.77762511318235	3.25756789969032	0.00920620485976371	0.0232546995213108	-2.37371197771616	"Up"
"AL359922.2"	1.01525845699566	-0.884298299591027	3.25750876139772	0.00920710131478583	0.0232548514087505	-2.49472021684936	"Stable"
"STN1"	-0.290706545343007	3.8398263455942	-3.25732968193573	0.00920981646249914	0.0232566069034609	-3.48971799397339	"Stable"
"HES7"	-1.63266660538448	-0.708394586471147	-3.25731265084873	0.00921007472565637	0.0232566069034609	-2.51044223641933	"Down"
"INAFM1"	0.416483156312406	4.94942673477351	3.25729743176351	0.00921030551754697	0.0232566069034609	-3.70505113901141	"Stable"
"AUH"	-0.343694584419996	3.33668792280326	-3.25708736942827	0.00921349164663626	0.0232625396101306	-3.37033530240112	"Stable"
"ANKRD30B"	2.1363849863766	-4.35166584932418	3.2566461913378	0.00922018693952445	0.0232773304921388	-2.37273130228205	"Up"
"PTCD2"	-0.343806664204841	3.67233584668897	-3.25509626566449	0.009243748378696	0.0233326923784856	-3.45419715440949	"Stable"
"PARP8"	-0.434211786644931	3.65089252817356	-3.25509326080571	0.00924379411786656	0.0233326923784856	-3.44822365566544	"Stable"
"TSPAN12"	-2.56080712457394	1.46849095201573	-3.25429459765547	0.00925595944826282	0.0233612787889985	-2.8414285228821	"Down"
"GNPDA2"	0.372036241709026	4.14884381278371	3.25399984522988	0.00926045332710045	0.023370499656322	-3.5598846690888	"Stable"
"MTMR9"	0.299432202727214	4.49264005372872	3.25344334107201	0.00926894409016015	0.0233898048253919	-3.63147868936091	"Stable"
"UBE2K"	0.242944757286231	5.50757947692848	3.25306132788851	0.0092747772408971	0.023402400722358	-3.79898226101026	"Stable"
"C12orf50"	1.50432724452402	-4.2568535048597	3.25263562696608	0.00928128194721349	0.0234166886692876	-2.37788317713938	"Up"
"NXPH3"	-1.43369378818317	-2.60907361113384	-3.25233485397006	0.00928588059548952	0.023426165472526	-2.39316568644708	"Stable"
