R022_3P	R044_3P	R022_12P	R044_12P	R046_12P	R046_3P	R058_12P	R058_3P	R085_12P	R085_3P	R171_3P	R171_12P	R209_3P	R209_12P	R212_3P	R212_12P	R218_3P	R218_12P	R219_12P	R219_3P	R225_3P	R225_12P	R227_3P	R227_12P	R243_12P	R243_3P	R256_3P	R256_12P	R280_12P	R291_12P	R280_3P	R306_12P	R291_3P	R308_12P	R306_3P	R312_12P	R308_3P	R312_3P	R317_12P	R317_3P	R330_12P	R330_3P	R334_12P	R334_3P	R345_3P	R345_12P	R356_3P	R356_12P	R358_3P	R358_12P	R361_12P	R361_3P	R364_12P	R364_3P	R382_12P	R382_3P	R393_12P	R393_3P	R438_12P	R438_3P	R479_12P	R479_3P
0	284	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
0	15	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0
2109	9723	1347	5440	3672	1456	644	1142	589	1742	5832	522	8062	479	42	149	1242	2855	2420	392	487	225	2437	48	39	404	1008	610	3142	520	2289	18	144	4705	11	157	2030	1474	220	2301	2131	1104	6778	9	266	4554	473	3196	2728	8592	97	1145	6486	126	2595	5931	69	931	4358	1830	24	122
248	430	3	9	14	4	4	2	1	4	31	12	26	4	1	0	13	11	16	0	2	3	39	0	0	0	0	0	18	8	9	0	0	8	0	0	0	1	4	9	34	3	34	0	0	32	0	13	21	48	0	6	28	0	9	20	0	2	16	8	0	0
2046	3555	0	1	0	0	2	0	0	1	1	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	4	3	4	0	0	1	0	1	2	1	0	2	0	0	0
23	16	2	0	4	0	0	0	0	0	1	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0
251	1240	37	83	48	9	24	7	6	28	61	16	106	11	1	4	38	42	16	195	1	0	40	0	0	0	0	0	40	7	27	0	12	68	0	11	0	30	3	12	479	7	159	0	3	100	12	54	62	274	1	22	88	5	26	62	3	6	695	8	0	0
0	89	0	0	3	1	0	1	0	0	0	5	2	0	0	0	0	0	5	0	0	0	0	0	0	3	1	2	10	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	5	1	0	2	0	0	0	0	1	2	0	18	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
211	1189	928	1078	640	242	114	117	130	277	1780	976	1723	103	17	7	337	631	406	1289	513	77	303	42	6	22	119	15	1136	124	375	3	277	535	3	136	44	338	119	286	3504	110	2664	81	29	2568	87	755	767	3164	9	297	1831	58	465	883	51	80	3636	180	45	94
17	0	0	10	5	0	4	3	0	0	3	0	6	1	1	0	0	7	22	4	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	1	2	0	2	1	11	4	0	0	7	3	4	0	16	2	1	8	0	4	4	1	0	5	4	0	0
6682	15393	6	7	15	4	8	3	4	10	21	10	76	7	0	1	9	16	10	3	19	6	49	0	0	2	2	11	31	3	18	0	2	39	0	1	6	13	2	8	39	5	21	0	0	36	0	18	15	49	0	4	33	0	10	33	0	0	42	5	1	13
493	1241	67	157	212	32	16	13	13	43	163	25	189	18	0	2	99	105	139	52	27	8	291	0	2	2	42	2	222	21	38	0	5	81	0	1	21	45	7	73	500	11	229	2	4	218	6	78	76	381	4	25	538	19	162	86	1	8	357	56	0	7
541	2408	3	6	0	0	1	0	0	7	8	0	28	2	0	0	3	10	3	1	2	6	3	0	0	2	1	0	0	2	15	1	1	16	0	0	2	0	1	1	11	0	16	0	0	8	0	5	5	30	1	0	5	0	0	4	0	0	19	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	22	9	11	17	5	0	0	4	5	26	29	15	2	0	0	2	20	14	14	0	0	22	0	0	2	13	0	4	1	0	0	0	22	0	0	5	3	0	1	12	0	32	0	0	25	2	7	5	26	1	4	42	0	8	9	1	2	15	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	11	2	0	0	0	0	21	0	0	0	0	7	32	0	0	0	0	3	0	0	6	0	0	0	4	0	4	0	0	0	0	0	0	2	0	0	1	0	11	0	0	1	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	39	0	2	2	0	0	0	1	0	5	0	1	2	0	0	6	4	0	0	0	0	0	0	0	0	0	0	18	1	6	0	0	0	0	0	0	0	0	0	3	0	5	0	0	12	0	0	0	5	0	0	5	0	0	8	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	4	1	3	10	0	0	18	0	0	0	12	1	27	0	0	0	7	1	0	0	0	6	0	1	12	0	1	0	0	0	0	1	0	1	0	0	4	9	12	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	6	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	25	0	3	0	0	0	0	4	5	5	0	0	3	0	0	1	0	1	4	0	0	0
0	127	0	3	0	1	2	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	9	1	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0	3	0	0	1	0	0	0	0	1	2	0	0	0
0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	2	2	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0
103	227	2	0	3	5	2	3	1	4	14	0	6	2	0	1	0	4	5	0	6	0	41	0	0	0	10	0	0	1	6	0	0	1	0	0	1	0	0	0	22	0	5	0	0	11	0	8	4	7	0	0	14	0	7	11	0	0	10	0	0	0
0	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	8	2	0	0	1	6	0	0
0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	1	16	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	34	0	0	5	0	0	0	0	0	1	0	6	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	10	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	4	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	3	3	0	0	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	4	0	6	0	0	6	0	0	0	0	0	6	0	0	0
0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	1	0	0	3
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
29022	116837	7052	23887	17351	5131	8705	10238	2627	12352	18093	49503	21097	6400	1260	5084	23963	28158	22592	25171	11982	12849	142389	8528	5175	7102	9354	8035	42022	2843	23844	360	9222	27942	437	24983	23652	25815	17709	16160	72689	4994	21952	426	1300	15264	5252	22030	14916	27700	2278	7116	23491	13459	31242	29839	3149	12893	13012	9900	1104	9217
0	452	553	1536	2537	449	632	832	361	911	1205	351	2119	488	8	177	728	2510	1085	37	262	234	1297	0	21	312	345	285	1153	151	664	7	75	2954	8	30	1111	864	128	590	902	210	2358	5	17	2753	51	3097	1294	3747	80	551	2503	78	1319	1840	49	99	3713	533	64	108
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	34	0	3	0	0	0	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	6	0	0	17	0	0	0	13	1	10	0	1	0	0	1	0	0	0	3	0	1	0	0	3	0	0	1	0	0	0	1	0	0	6	0	12	0	0	0	0	4	0	1
0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	14	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	566	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
43	170	9	38	16	26	5	0	8	9	31	0	82	7	1	0	6	5	9	0	0	0	17	0	0	0	1	0	10	11	64	0	0	9	0	0	1	3	0	10	14	6	70	0	2	18	5	17	7	75	0	10	41	0	4	10	0	1	58	24	0	0
0	15	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	3	1	0	0
0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	1	1	0	0
4061	17801	545	2323	2199	457	1009	667	234	1573	2256	2715	2059	458	58	513	1270	2501	5354	2738	674	884	5970	57	178	473	1353	2230	11670	217	1397	57	416	7153	138	238	3245	3179	338	797	4045	495	2373	22	98	4637	258	1693	1327	3437	143	577	2695	535	5702	2183	178	652	1756	1124	45	408
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	689	330	2050	1856	493	989	495	204	1387	2591	3584	1647	455	161	420	1148	2366	4254	4219	695	1535	8196	448	370	514	1255	2825	11059	290	2287	68	726	5624	156	1534	2628	3875	613	1153	5157	720	2718	21	116	3897	422	2104	1423	3107	118	560	2061	1390	4455	1866	181	1365	1519	1444	49	561
0	0	0	0	0	0	2	3	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	3	0	0	4	0	0	2	1	0	1	0	0	11	0	1	1	1	0	0	0	0	2	0	1	0	0	0	0	0
186	312	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	1	0	0	4	0	0	0
0	0	0	0	1	1	0	0	0	0	5	0	1	1	0	0	2	0	6	0	0	0	7	0	0	0	0	4	0	0	0	0	0	1	0	0	1	7	0	0	0	0	0	0	0	0	2	0	0	0	0	1	8	0	4	3	0	1	3	1	0	0
409	427	0	3	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	3	0	0	4	0	0	2	2	0	0	5	0	1	1	0	0	4	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	1	0	0	3	0	0	0	0	0	2	0	0	3	0	0	1	0	1	0	6	0	0	1	0	0	2	0	0	5	0	0	0
0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	4	4	0	2	0	0	1	0	0	5	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	1	0	0	1	2	0	9	0	0	4	0	3	0	16	1	1	3	0	15	2	0	0	21	3	0	0
0	1183	140	953	1570	348	111	153	255	435	775	499	1119	615	9	18	1052	1209	1648	914	473	444	1830	426	6	18	617	82	3620	174	378	4	383	653	3	635	627	1847	442	415	1894	377	1110	12	38	1483	245	1752	559	1410	40	496	1780	202	1503	758	74	141	1121	876	98	140
291	678	13	16	15	2	5	1	0	7	5	0	35	1	0	0	0	5	3	0	0	0	4	0	0	2	0	0	6	0	0	1	0	14	0	0	11	0	0	2	15	0	28	0	0	28	1	5	30	35	0	1	31	0	10	13	2	0	84	6	0	0
0	255	0	3	1	0	0	0	0	4	0	0	5	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	6	0	3	13	0	0	0	0	1	1	3	1	2	0	0	7	0	2	2	0	0	1	0	0	0
13	356	32	131	141	8	9	21	8	30	56	282	59	38	0	4	152	61	406	40	67	9	917	1	0	10	98	71	306	8	16	3	28	99	1	37	153	133	38	44	219	18	97	0	0	137	5	35	28	103	5	18	106	23	355	53	22	3	75	55	1	26
0	0	0	2	0	0	0	0	0	2	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	6	0	0	0	0	4	0	0	0	2	0	0	0
0	0	7	8	14	1	3	3	6	8	12	0	31	1	0	0	1	27	8	0	0	0	0	0	0	0	0	0	0	1	2	0	0	25	0	0	10	2	0	5	0	3	25	0	0	21	0	12	3	49	0	0	15	0	0	15	0	0	32	7	0	0
0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
8	979	41	93	128	51	5	6	18	31	134	106	213	25	0	0	57	22	127	148	6	0	160	0	0	5	22	0	313	24	39	0	46	38	3	38	9	62	21	40	504	14	152	0	3	160	9	35	70	355	7	31	202	0	147	77	3	4	85	14	0	12
3160	5390	35	30	30	9	16	8	7	15	52	5	102	8	0	0	0	13	34	8	1	1	4	0	0	0	8	0	92	9	28	0	10	51	0	0	11	14	0	9	20	10	54	0	0	86	0	26	42	133	1	16	53	0	21	67	1	0	42	6	0	2
70	345	0	2	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	1	0	0	1	1	0	0
261	1059	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
351	44	11	41	33	19	5	19	3	33	23	14	43	3	0	5	4	55	16	0	5	5	40	0	1	1	10	0	29	4	33	1	9	97	1	1	21	12	1	25	37	6	62	0	2	49	6	57	20	79	0	3	42	1	23	36	5	17	74	14	2	1
21	173	23	55	37	14	2	5	11	34	35	0	40	12	0	1	15	15	5	0	12	0	27	0	0	2	5	0	11	5	15	0	0	38	1	15	25	13	12	16	54	10	79	0	0	81	6	59	15	188	1	11	58	0	17	32	0	10	267	4	0	10
0	0	0	1	0	1	0	0	0	2	5	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	0	3	2	0	0	1	0	1	0	0	0	0
0	0	0	4	4	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
20	402	25	34	48	19	0	9	2	6	66	41	54	5	0	0	115	32	155	47	50	0	332	0	0	1	60	3	120	0	25	0	18	6	0	5	16	60	25	60	130	17	65	0	0	58	3	16	10	90	0	4	192	4	93	15	1	1	59	44	38	35
1734	5652	337	587	397	187	116	129	137	295	582	70	1806	39	8	16	176	462	143	133	115	13	320	1	0	14	83	4	811	77	434	6	45	552	3	15	90	82	27	72	648	78	1317	0	0	744	4	519	392	2326	5	109	671	0	163	618	18	10	1313	75	51	46
244	1136	48	91	79	9	18	3	4	12	106	72	63	21	0	2	21	72	22	60	4	0	35	0	0	2	2	7	134	12	44	0	0	87	0	0	31	92	9	44	115	29	186	0	6	304	7	142	75	261	2	23	152	1	33	83	2	11	1223	28	1	0
135	0	16	13	35	6	2	4	3	5	8	122	15	6	0	1	155	24	137	15	36	18	388	4	0	0	36	25	97	3	7	1	6	41	0	11	75	76	52	47	89	8	17	0	0	45	1	18	20	54	0	3	69	6	143	17	1	0	39	31	0	44
0	44	20	81	59	82	42	107	12	36	133	3	171	3	4	18	24	57	30	44	17	27	84	0	16	20	15	8	125	2	117	0	18	99	0	0	42	26	0	39	48	28	102	0	4	48	36	187	72	207	1	16	54	0	17	131	3	39	165	31	3	13
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0	47	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	1	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0
540	4912	79	323	217	63	120	91	69	146	441	176	512	37	1	11	74	491	75	23	53	23	610	0	1	21	63	19	695	34	647	2	80	452	2	26	64	76	23	155	351	19	897	1	2	587	27	410	248	1193	7	70	372	6	187	409	6	32	1050	76	4	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	177	0	0	2	0	0	0	0	1	6	60	5	0	0	0	3	1	6	0	4	0	65	0	0	0	3	0	39	1	1	0	8	0	0	0	0	6	0	1	0	0	1	0	0	7	0	0	0	0	0	1	1	0	6	3	0	0	1	0	34	0
0	14	0	1	2	1	0	0	0	0	4	0	4	0	0	0	1	0	17	14	3	0	2	0	0	0	15	1	0	0	2	0	5	2	0	0	0	0	0	2	0	0	1	0	0	0	0	4	2	0	0	0	1	0	0	1	0	0	4	11	0	0
